Turno,Sol,Hora,Cenário,Score Saúde (%),Baterias (%),Evento,Diagnóstico,Ações Recomendadas
172,29,20:00:00,2,32,10.0,tempestade_areia,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Falha de Link: Reiniciar módulo de satélite.
173,29,00:00:00,2,32,10.0,tempestade_areia,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Falha de Link: Reiniciar módulo de satélite.
174,29,04:00:00,2,32,10.0,tempestade_areia,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Falha de Link: Reiniciar módulo de satélite.
175,30,08:00:00,2,32,10.0,tempestade_areia,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Falha de Link: Reiniciar módulo de satélite.
176,30,12:00:00,2,32,10.0,tempestade_areia,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Falha de Link: Reiniciar módulo de satélite.
177,30,16:00:00,2,32,10.0,tempestade_areia,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Falha de Link: Reiniciar módulo de satélite.
178,30,20:00:00,2,32,10.0,tempestade_areia,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Falha de Link: Reiniciar módulo de satélite.
179,30,00:00:00,2,32,10.0,tempestade_areia,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Falha de Link: Reiniciar módulo de satélite.
180,30,04:00:00,2,32,10.0,tempestade_areia,"{'energia': 'crítico', 'comunicacao': 'alerta', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
181,31,08:00:00,3,52,10.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'alerta', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
182,31,12:00:00,3,52,11.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'alerta', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
183,31,16:00:00,3,52,12.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'alerta', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
184,31,20:00:00,3,52,11.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'alerta', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
185,31,00:00:00,3,52,11.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'alerta', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
186,31,04:00:00,3,52,10.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
187,32,08:00:00,3,26,11.0,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
188,32,12:00:00,3,26,11.5,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
189,32,16:00:00,3,26,12.0,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
190,32,20:00:00,3,26,11.5,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
191,32,00:00:00,3,26,11.0,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
192,32,04:00:00,3,26,10.5,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
193,33,08:00:00,3,26,11.0,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
194,33,12:00:00,3,26,11.5,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
195,33,16:00:00,3,26,12.0,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
196,33,20:00:00,3,26,11.5,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
197,33,00:00:00,3,26,11.0,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
198,33,04:00:00,3,26,10.5,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
199,34,08:00:00,3,16,11.0,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
200,34,12:00:00,3,16,11.5,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
201,34,16:00:00,3,26,12.0,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
202,34,20:00:00,3,26,11.5,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
203,34,00:00:00,3,26,11.0,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
204,34,04:00:00,3,16,10.5,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
205,35,08:00:00,3,16,11.0,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
206,35,12:00:00,3,16,11.5,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
207,35,16:00:00,3,26,12.0,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
208,35,20:00:00,3,26,11.5,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
209,35,00:00:00,3,26,11.0,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
210,35,04:00:00,3,16,10.5,tempestade_solar,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
211,36,08:00:00,3,36,11.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
212,36,12:00:00,3,36,11.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
213,36,16:00:00,3,46,12.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
214,36,20:00:00,3,46,11.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
215,36,00:00:00,3,46,11.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
216,36,04:00:00,3,36,10.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
217,37,08:00:00,3,36,11.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
218,37,12:00:00,3,36,11.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
219,37,16:00:00,3,46,12.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
220,37,20:00:00,3,46,11.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
221,37,00:00:00,3,46,11.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
222,37,04:00:00,3,36,10.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
223,38,00:00:00,3,16,10.0,micrometeoro,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'crítico', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
224,38,12:00:00,3,36,10.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
225,38,16:00:00,3,36,11.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
226,38,20:00:00,3,36,10.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
227,38,00:00:00,3,36,10.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
